epoch,lr,train_loss,train_l1,train_ssim_loss,train_tv,val_loss,val_l1,val_ssim_loss,val_tv,val_psnr,val_ssim,variant,description,epochs,checkpoint,history,test_eval,test_psnr,test_ssim,test_time_ms,test_mean_y_gain,test_dark_y_gain,test_over_exposed_ratio
35.0,4.916040103221507e-05,0.3455135503672235,0.13792533008596314,0.41483148479241927,0.0034494971350041404,0.3548638981580734,0.14584569148719312,0.41774242639541626,0.0029398038517683745,16.800011895567078,0.5413505694270134,zero_dce_lite,Zero-DCE 风格像素级曲线估计轻量深度基线,50,E:\Digital Image Processing\outputs\checkpoints\zero_dce_lite_strict50_best.pt,E:\Digital Image Processing\outputs\zero_dce_lite_strict50_history.csv,E:\Digital Image Processing\outputs\zero_dce_lite_strict50_test_eval.csv,18.741689737689345,0.5556674579779307,28.538339999977325,0.38480640649795533,0.3846853335698446,6.166666666666667e-05
