epoch,lr,train_loss,train_l1,train_ssim_loss,train_tv,val_loss,val_l1,val_ssim_loss,val_tv,val_psnr,val_ssim
1,0.00019981253920068581,0.43802202771061577,0.19188293909078918,0.4919027257624859,0.00375448668607369,0.3649424722790718,0.1562884236127138,0.41701133131980894,0.00296762801008299,16.415933408479773,0.5461013671755791
2,0.0001992508966248754,0.36605107749936766,0.15015468909512467,0.4312947329288254,0.004980333389774445,0.36360249429941177,0.15338257886469364,0.4201215267181396,0.003183053946122527,16.52398322131304,0.5412874677777291
3,0.00019831728881922545,0.35940541807682286,0.1460948526378601,0.4261255091236484,0.004956267396425872,0.37048686265945435,0.1534902573376894,0.4335910975933075,0.004021136183291673,16.50040385883726,0.5258036696910858
4,0.00019701540030721995,0.3601389420197307,0.14660812431972148,0.42660386331619754,0.004577830090500792,0.3601107260584831,0.15262684911489488,0.41469266653060916,0.0027508907509036363,16.636076982507205,0.5450979349017143
5,0.00019535036904803958,0.35743380066711233,0.14535624276383133,0.42377379330621884,0.0038132733463691676,0.3619715142250061,0.15317355342209338,0.41735016942024233,0.0024575789645314215,16.67298392232426,0.5417237901687622
6,0.00019332876615938386,0.3565512731465326,0.14481728747143724,0.42312643412620793,0.0034152967039890554,0.36236337140202524,0.16012619841843845,0.4042855715751648,0.0018878252524882554,16.55211061619961,0.5591869547963142
7,0.00019095856998427185,0.3504842212809945,0.1415036279484973,0.41766831045326547,0.002928790958246328,0.35684987127780915,0.15105922102928163,0.4113414824008942,0.002398222889751196,16.697154571055986,0.5487714359164237
8,0.000188249134604167,0.3512687777868614,0.1422567483604229,0.4177183962088027,0.0030565986984885784,0.3804172968864441,0.159584721326828,0.44133095026016234,0.0033421447221189736,16.118730763872236,0.5186281615495681
9,0.00018521115292269142,0.35663381170841957,0.14460590852570424,0.4237354592793548,0.0032034843198714717,0.3633792808651924,0.15308841809630394,0.42036492109298706,0.0021680126676801594,16.705123845510926,0.5385534328222275
10,0.00018185661446562,0.35164515928189327,0.14286964288848336,0.41725369285328595,0.0029733367779287874,0.35561829194426536,0.15000022754073142,0.4109503412246704,0.0028578987251967193,16.73873172430824,0.5495663711428642
11,0.00017819875806369996,0.35175534478530357,0.14221426516702648,0.4187536184688867,0.003285399230394495,0.35506865084171296,0.14895836032927037,0.41195434689521787,0.002662356396904215,16.753342548495755,0.5480665203928947
12,0.00017425201960503408,0.35427869272671536,0.1428073234512784,0.42261619337143436,0.003265385254187518,0.3624195769429207,0.16053159676492215,0.40356765866279604,0.0020830165984807537,16.55134915005652,0.5598775565624237
13,0.0001700319750632254,0.35036001103814296,0.1419311308469366,0.41655146773509716,0.003062876688170543,0.357624479830265,0.14893300421535968,0.4171064412593842,0.0027651785116177053,16.747565309367715,0.5419141697883606
14,0.0001655552790261255,0.351583020135005,0.1410670138483498,0.42071655131704794,0.003154556872108565,0.357517433911562,0.15486274622380733,0.40508097648620606,0.0022839656914584337,16.663315679415078,0.5570313706994057
